huc8,eventid,cruise,program,project,agency,source,station,sampledate,sampletime,totaldepth,upperpycnocline,lowerpycnocline,depth,layer,sampletype,samplereplicatetype,parameter,qualifier,measurevalue,unit,method,lab,problem,precisionpc,biaspc,details,latitude,longitude,tierlevel
2080101,453560,bay738,twqm,main,vadeq,odu,cb7.4n,2019-02-11t00:00:00,10:16:00,11,,,10,b,d,s2,chla,"",8.3304,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,453560,bay738,twqm,main,vadeq,odu,cb7.4n,2019-02-11t00:00:00,10:16:00,11,,,1,s,d,s2,chla,"",12.4956,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,453538,bay738,twqm,main,vadeq,odu,cb6.2,2019-02-11t00:00:00,14:57:00,10,7,7,6,ap,d,s1,chla,"",12.1752,ug/l,l01,odu,"",,,"",37.4868,-76.15633,t3
2080101,453538,bay738,twqm,main,vadeq,odu,cb6.2,2019-02-11t00:00:00,14:57:00,10,7,7,8,bp,d,s1,chla,"",19.4376,ug/l,l01,odu,"",,,"",37.4868,-76.15633,t3
2080101,453540,bay738,twqm,main,vadeq,odu,cb6.3,2019-02-11t00:00:00,14:19:00,12,6,6,5,ap,d,s1,chla,"",14.3112,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,453540,bay738,twqm,main,vadeq,odu,cb6.3,2019-02-11t00:00:00,14:19:00,12,6,6,7,bp,d,s1,chla,"",13.5636,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,453558,bay738,twqm,main,vadeq,odu,cb7.4,2019-02-11t00:00:00,09:31:00,15,5,5,1,s,d,s1,chla,"",10.413,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,453542,bay738,twqm,main,vadeq,odu,cb6.4,2019-02-14t00:00:00,16:04:00,9,7,7,8,b,d,s1,chla,"",14.952,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_before_below_pycnocline_sample_collected.,37.23653,-76.20799,t3
2080101,453570,bay738,twqm,main,vadeq,odu,le3.6,2019-02-11t00:00:00,16:20:00,9,,,1,s,d,s1,chla,"",11.8548,ug/l,l01,odu,"",,,"",37.5968,-76.28467,t3
2080101,453548,bay738,twqm,main,vadeq,odu,cb7.1s,2019-02-14t00:00:00,14:24:00,16,,,15,b,d,s1,chla,"",21.0396,ug/l,l01,odu,"",,,"",37.58124,-76.05799,t3
2080101,453562,bay738,twqm,main,vadeq,odu,cb8.1,2019-02-11t00:00:00,08:16:00,9,,,8,b,d,s1,chla,"",7.5828,ug/l,l01,odu,"",,,"",36.99542,-76.16772,t3
2080101,453564,bay738,twqm,main,vadeq,odu,cb8.1e,2019-02-11t00:00:00,09:01:00,14,,,1,s,d,s1,chla,"",8.1168,ug/l,l01,odu,"",,,"",36.94737,-76.03494,t3
2080101,453562,bay738,twqm,main,vadeq,odu,cb8.1,2019-02-11t00:00:00,08:16:00,9,,,1,s,d,s1,chla,"",14.8452,ug/l,l01,odu,"",,,"",36.99542,-76.16772,t3
2080101,453564,bay738,twqm,main,vadeq,odu,cb8.1e,2019-02-11t00:00:00,09:01:00,14,,,13,b,d,s1,chla,"",4.4856,ug/l,l01,odu,"",,,"",36.94737,-76.03494,t3
2080101,453580,bay738,twqm,main,vadeq,odu,we4.3,2019-02-15t00:00:00,07:58:00,5,,,4,b,d,s1,chla,"",28.1952,ug/l,l01,odu,"",,,"",37.17681,-76.373,t3
2080101,453580,bay738,twqm,main,vadeq,odu,we4.3,2019-02-15t00:00:00,07:58:00,5,,,1,s,d,s1,chla,"",29.904,ug/l,l01,odu,"",,,"",37.17681,-76.373,t3
2080101,453552,bay738,twqm,main,vadeq,odu,cb7.2e,2019-02-11t00:00:00,13:16:00,13,,,12,b,d,s1,chla,"",22.7484,ug/l,l01,odu,"",,,"",37.41153,-76.02466,t3
2080101,453556,bay738,twqm,main,vadeq,odu,cb7.3e,2019-02-11t00:00:00,12:03:00,22,,,21,b,d,s1,chla,"",14.418,ug/l,l01,odu,"",,,"",37.22875,-76.05383,t3
2080101,453554,bay738,twqm,main,vadeq,odu,cb7.3,2019-02-11t00:00:00,11:06:00,13,6,8,9,bp,d,s1,chla,"",8.6508,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,453558,bay738,twqm,main,vadeq,odu,cb7.4,2019-02-11t00:00:00,09:31:00,15,5,5,14,b,d,s1,chla,"",3.738,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,453560,bay738,twqm,main,vadeq,odu,cb7.4n,2019-02-11t00:00:00,10:16:00,11,,,1,s,d,s1,chla,"",12.816,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,453570,bay738,twqm,main,vadeq,odu,le3.6,2019-02-11t00:00:00,16:20:00,9,,,8,b,d,s1,chla,"",10.146,ug/l,l01,odu,"",,,"",37.5968,-76.28467,t3
2080101,454291,bay740,twqm,main,vadeq,odu,cb5.4,2019-03-13t00:00:00,09:21:00,34,11,21,23,bp,d,s1,chla,"",17.8356,ug/l,l01,odu,"",,,"",37.80013,-76.17466,t3
2080101,454292,bay743,twqm,main,vadeq,odu,cb5.4,2019-04-16t00:00:00,14:13:00,32,14,21,23,bp,d,s1,chla,"",13.884,ug/l,l01,odu,"",,,"",37.80013,-76.17466,t3
2080101,454292,bay743,twqm,main,vadeq,odu,cb5.4,2019-04-16t00:00:00,14:13:00,32,14,21,31,b,d,s1,chla,"",12.6024,ug/l,l01,odu,"",,,"",37.80013,-76.17466,t3
2080101,454291,bay740,twqm,main,vadeq,odu,cb5.4,2019-03-13t00:00:00,09:21:00,34,11,21,33,b,d,s1,chla,"",17.889,ug/l,l01,odu,"",,,hit_bottom_with_rosette.,37.80013,-76.17466,t3
2080101,454293,bay740,twqm,main,vadeq,odu,cb5.4w,2019-03-13t00:00:00,08:48:00,5,,,1,s,d,s1,chla,"",10.7868,ug/l,l01,odu,"",,,"",37.81347,-76.29467,t3
2080101,454294,bay743,twqm,main,vadeq,odu,cb5.4w,2019-04-16t00:00:00,15:03:00,4,,,1,s,d,s1,chla,"",21.894,ug/l,l01,odu,"",,,"",37.81347,-76.29467,t3
2080101,454295,bay740,twqm,main,vadeq,odu,cb5.5,2019-03-13t00:00:00,07:43:00,16,14,14,13,ap,d,s1,chla,"",19.6512,ug/l,l01,odu,"",,,"",37.6918,-76.18967,t3
2080101,454297,bay740,twqm,main,vadeq,odu,cb6.1,2019-03-11t00:00:00,16:51:00,13,8,8,7,ap,d,s1,chla,"",22.2144,ug/l,l01,odu,"",,,"",37.58847,-76.16216,t3
2080101,454295,bay740,twqm,main,vadeq,odu,cb5.5,2019-03-13t00:00:00,07:43:00,16,14,14,15,bp,d,s1,chla,"",22.2144,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_after_bottom_sample_collected.,37.6918,-76.18967,t3
2080101,454298,bay743,twqm,main,vadeq,odu,cb6.1,2019-04-16t00:00:00,12:18:00,12,9,10,11,b,d,s1,chla,"",13.7772,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_before_below_pycnocline_sample_collected.,37.58847,-76.16216,t3
2080101,454295,bay740,twqm,main,vadeq,odu,cb5.5,2019-03-13t00:00:00,07:43:00,16,14,14,15,b,d,s1,chla,"",24.7776,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_before_below_pycnocline_sample_collected.,37.6918,-76.18967,t3
2080101,454296,bay743,twqm,main,vadeq,odu,cb5.5,2019-04-16t00:00:00,13:08:00,15,13,13,12,ap,d,s1,chla,"",16.1268,ug/l,l01,odu,"",,,"",37.6918,-76.18967,t3
2080101,454296,bay743,twqm,main,vadeq,odu,cb5.5,2019-04-16t00:00:00,13:08:00,15,13,13,14,b,d,s1,chla,"",13.7772,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_before_below_pycnocline_sample_collected.,37.6918,-76.18967,t3
2080101,454297,bay740,twqm,main,vadeq,odu,cb6.1,2019-03-11t00:00:00,16:51:00,13,8,8,1,s,d,s1,chla,"",15.1656,ug/l,l01,odu,"",,,"",37.58847,-76.16216,t3
2080101,454298,bay743,twqm,main,vadeq,odu,cb6.1,2019-04-16t00:00:00,12:18:00,12,9,10,8,ap,d,s1,chla,"",9.7188,ug/l,l01,odu,"",,,"",37.58847,-76.16216,t3
2080101,454298,bay743,twqm,main,vadeq,odu,cb6.1,2019-04-16t00:00:00,12:18:00,12,9,10,1,s,d,s1,chla,"",11.3208,ug/l,l01,odu,"",,,"",37.58847,-76.16216,t3
2080101,454297,bay740,twqm,main,vadeq,odu,cb6.1,2019-03-11t00:00:00,16:51:00,13,8,8,9,bp,d,s1,chla,"",25.3116,ug/l,l01,odu,"",,,"",37.58847,-76.16216,t3
2080101,454299,bay740,twqm,main,vadeq,odu,cb6.2,2019-03-11t00:00:00,14:39:00,11,7,7,6,ap,d,s1,chla,"",18.0492,ug/l,l01,odu,"",,,"",37.4868,-76.15633,t3
2080101,454297,bay740,twqm,main,vadeq,odu,cb6.1,2019-03-11t00:00:00,16:51:00,13,8,8,12,b,d,s1,chla,"",18.5832,ug/l,l01,odu,"",,,"",37.58847,-76.16216,t3
2080101,454296,bay743,twqm,main,vadeq,odu,cb5.5,2019-04-16t00:00:00,13:08:00,15,13,13,1,s,d,s1,chla,"",9.8256,ug/l,l01,odu,"",,,"",37.6918,-76.18967,t3
2080101,454300,bay743,twqm,main,vadeq,odu,cb6.2,2019-04-16t00:00:00,10:08:00,10,8,8,9,bp,d,s1,chla,"",16.1268,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_after_bottom_sample_collected.,37.4868,-76.15633,t3
2080101,454301,bay740,twqm,main,vadeq,odu,cb6.3,2019-03-11t00:00:00,14:08:00,12,6,7,5,ap,d,s1,chla,"",20.7192,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,454302,bay743,twqm,main,vadeq,odu,cb6.3,2019-04-16t00:00:00,09:35:00,9,2,2,1,ap,d,s1,chla,"",11.5344,ug/l,l01,odu,"",,,sample_collected_approximately_20_minutes_after_surface_sample_collected.,37.41153,-76.15966,t3
2080101,454300,bay743,twqm,main,vadeq,odu,cb6.2,2019-04-16t00:00:00,10:08:00,10,8,8,1,s,d,s1,chla,"",12.6024,ug/l,l01,odu,"",,,"",37.4868,-76.15633,t3
2080101,454299,bay740,twqm,main,vadeq,odu,cb6.2,2019-03-11t00:00:00,14:39:00,11,7,7,8,bp,d,s1,chla,"",23.496,ug/l,l01,odu,"",,,"",37.4868,-76.15633,t3
2080101,454300,bay743,twqm,main,vadeq,odu,cb6.2,2019-04-16t00:00:00,10:08:00,10,8,8,7,ap,d,s1,chla,"",12.1752,ug/l,l01,odu,"",,,"",37.4868,-76.15633,t3
2080101,454301,bay740,twqm,main,vadeq,odu,cb6.3,2019-03-11t00:00:00,14:08:00,12,6,7,1,s,d,s1,chla,"",11.4276,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,454302,bay743,twqm,main,vadeq,odu,cb6.3,2019-04-16t00:00:00,09:35:00,9,2,2,3,bp,d,s1,chla,"",12.3888,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,454303,bay740,twqm,main,vadeq,odu,cb6.4,2019-03-14t00:00:00,08:31:00,10,5,5,6,bp,d,s1,chla,"",19.1172,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,454303,bay740,twqm,main,vadeq,odu,cb6.4,2019-03-14t00:00:00,08:31:00,10,5,5,1,s,d,s1,chla,"",23.7096,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,454304,bay743,twqm,main,vadeq,odu,cb6.4,2019-04-23t00:00:00,11:09:00,10,2,2,1,ap,d,s1,chla,"",18.69,ug/l,l01,odu,"",,,sample_collected_approximately_10_minutes_after_surface_sample_collected.,37.23653,-76.20799,t3
2080101,454301,bay740,twqm,main,vadeq,odu,cb6.3,2019-03-11t00:00:00,14:08:00,12,6,7,11,b,d,s1,chla,"",16.4472,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,454302,bay743,twqm,main,vadeq,odu,cb6.3,2019-04-16t00:00:00,09:35:00,9,2,2,1,s,d,s1,chla,"",12.1752,ug/l,l01,odu,"",,,sample_collected_approximately_20_minutes_before_above_pycnocline_sample_collected.,37.41153,-76.15966,t3
2080101,454306,bay743,twqm,main,vadeq,odu,cb7.1,2019-04-17t00:00:00,11:04:00,18,,,17,b,d,s1,chla,"",29.637,ug/l,l01,odu,"",,,"",37.68346,-75.98966,t3
2080101,454315,bay740,twqm,main,vadeq,odu,cb7.3,2019-03-11t00:00:00,10:58:00,14,3,6,13,b,d,s1,chla,"",4.5924,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,454319,bay740,twqm,main,vadeq,odu,cb7.4,2019-03-11t00:00:00,09:26:00,15,4,4,3,ap,d,s1,chla,"",7.2624,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,454316,bay743,twqm,main,vadeq,odu,cb7.3,2019-04-17t00:00:00,14:51:00,15,6,10,1,s,d,s1,chla,"",9.3984,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,454321,bay740,twqm,main,vadeq,odu,cb7.4n,2019-03-11t00:00:00,10:09:00,12,,,11,b,d,s1,chla,"",5.34,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,454321,bay740,twqm,main,vadeq,odu,cb7.4n,2019-03-11t00:00:00,10:09:00,12,,,1,s,d,s1,chla,"",5.874,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,454319,bay740,twqm,main,vadeq,odu,cb7.4,2019-03-11t00:00:00,09:26:00,15,4,4,5,bp,d,s1,chla,"",4.5924,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,454299,bay740,twqm,main,vadeq,odu,cb6.2,2019-03-11t00:00:00,14:39:00,11,7,7,1,s,d,s1,chla,"",15.8064,ug/l,l01,odu,"",,,"",37.4868,-76.15633,t3
2080101,454303,bay740,twqm,main,vadeq,odu,cb6.4,2019-03-14t00:00:00,08:31:00,10,5,5,9,b,d,s1,chla,"",10.146,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,454301,bay740,twqm,main,vadeq,odu,cb6.3,2019-03-11t00:00:00,14:08:00,12,6,7,8,bp,d,s1,chla,"",20.0784,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,454302,bay743,twqm,main,vadeq,odu,cb6.3,2019-04-16t00:00:00,09:35:00,9,2,2,8,b,d,s1,chla,"",15.486,ug/l,l01,odu,"",,,"",37.41153,-76.15966,t3
2080101,454305,bay740,twqm,main,vadeq,odu,cb7.1,2019-03-13t00:00:00,13:42:00,18,,,1,s,d,s1,chla,"",34.8435,ug/l,l01,odu,"",,,"",37.68346,-75.98966,t3
2080101,454305,bay740,twqm,main,vadeq,odu,cb7.1,2019-03-13t00:00:00,13:42:00,18,,,17,b,d,s1,chla,"",37.2465,ug/l,l01,odu,"",,,"",37.68346,-75.98966,t3
2080101,454309,bay740,twqm,main,vadeq,odu,cb7.1s,2019-03-13t00:00:00,14:28:00,13,,,1,s,d,s1,chla,"",17.4084,ug/l,l01,odu,"",,,"",37.58124,-76.05799,t3
2080101,454310,bay743,twqm,main,vadeq,odu,cb7.1s,2019-04-17t00:00:00,11:45:00,16,,,15,b,d,s1,chla,"",11.0004,ug/l,l01,odu,"",,,"",37.58124,-76.05799,t3
2080101,454311,bay740,twqm,main,vadeq,odu,cb7.2,2019-03-11t00:00:00,13:31:00,23,,,1,s,d,s1,chla,"",14.418,ug/l,l01,odu,"",,,"",37.41153,-76.07966,t3
2080101,454291,bay740,twqm,main,vadeq,odu,cb5.4,2019-03-13t00:00:00,09:21:00,34,11,21,10,ap,d,s1,chla,"",17.5152,ug/l,l01,odu,"",,,"",37.80013,-76.17466,t3
2080101,454291,bay740,twqm,main,vadeq,odu,cb5.4,2019-03-13t00:00:00,09:21:00,34,11,21,1,s,d,s1,chla,"",7.7964,ug/l,l01,odu,"",,,"",37.80013,-76.17466,t3
2080101,454294,bay743,twqm,main,vadeq,odu,cb5.4w,2019-04-16t00:00:00,15:03:00,4,,,3,b,d,s1,chla,"",24.564,ug/l,l01,odu,"",,,"",37.81347,-76.29467,t3
2080101,454295,bay740,twqm,main,vadeq,odu,cb5.5,2019-03-13t00:00:00,07:43:00,16,14,14,1,s,d,s1,chla,"",13.2432,ug/l,l01,odu,"",,,"",37.6918,-76.18967,t3
2080101,454292,bay743,twqm,main,vadeq,odu,cb5.4,2019-04-16t00:00:00,14:13:00,32,14,21,13,ap,d,s1,chla,"",15.1656,ug/l,l01,odu,"",,,"",37.80013,-76.17466,t3
2080101,454292,bay743,twqm,main,vadeq,odu,cb5.4,2019-04-16t00:00:00,14:13:00,32,14,21,1,s,d,s1,chla,"",9.8256,ug/l,l01,odu,"",,,"",37.80013,-76.17466,t3
2080101,454312,bay743,twqm,main,vadeq,odu,cb7.2,2019-04-17t00:00:00,12:38:00,22,,,21,b,d,s1,chla,"",7.2624,ug/l,l01,odu,"",,,"",37.41153,-76.07966,t3
2080101,454313,bay740,twqm,main,vadeq,odu,cb7.2e,2019-03-11t00:00:00,13:05:00,13,,,12,b,d,s1,chla,"",13.35,ug/l,l01,odu,"",,,"",37.41153,-76.02466,t3
2080101,454314,bay743,twqm,main,vadeq,odu,cb7.2e,2019-04-17t00:00:00,13:08:00,12,,,1,s,d,s1,chla,"",8.9712,ug/l,l01,odu,"",,,"",37.41153,-76.02466,t3
2080101,454293,bay740,twqm,main,vadeq,odu,cb5.4w,2019-03-13t00:00:00,08:48:00,5,,,4,b,d,s1,chla,"",12.4956,ug/l,l01,odu,"",,,"",37.81347,-76.29467,t3
2080101,454309,bay740,twqm,main,vadeq,odu,cb7.1s,2019-03-13t00:00:00,14:28:00,13,,,12,b,d,s1,chla,"",18.3696,ug/l,l01,odu,"",,,"",37.58124,-76.05799,t3
2080101,454310,bay743,twqm,main,vadeq,odu,cb7.1s,2019-04-17t00:00:00,11:45:00,16,,,1,s,d,s1,chla,"",9.1848,ug/l,l01,odu,"",,,"",37.58124,-76.05799,t3
2080101,454321,bay740,twqm,main,vadeq,odu,cb7.4n,2019-03-11t00:00:00,10:09:00,12,,,1,s,d,s2,chla,"",6.1944,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,454313,bay740,twqm,main,vadeq,odu,cb7.2e,2019-03-11t00:00:00,13:05:00,13,,,1,s,d,s1,chla,"",11.3208,ug/l,l01,odu,"",,,"",37.41153,-76.02466,t3
2080101,454314,bay743,twqm,main,vadeq,odu,cb7.2e,2019-04-17t00:00:00,13:08:00,12,,,11,b,d,s1,chla,"",12.9228,ug/l,l01,odu,"",,,"",37.41153,-76.02466,t3
2080101,454315,bay740,twqm,main,vadeq,odu,cb7.3,2019-03-11t00:00:00,10:58:00,14,3,6,2,ap,d,s1,chla,"",8.544,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,454315,bay740,twqm,main,vadeq,odu,cb7.3,2019-03-11t00:00:00,10:58:00,14,3,6,1,s,d,s1,chla,"",8.3304,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,454304,bay743,twqm,main,vadeq,odu,cb6.4,2019-04-23t00:00:00,11:09:00,10,2,2,3,bp,d,s1,chla,"",26.0592,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,454306,bay743,twqm,main,vadeq,odu,cb7.1,2019-04-17t00:00:00,11:04:00,18,,,1,s,d,s1,chla,"",19.6245,ug/l,l01,odu,"",,,"",37.68346,-75.98966,t3
2080101,454315,bay740,twqm,main,vadeq,odu,cb7.3,2019-03-11t00:00:00,10:58:00,14,3,6,7,bp,d,s1,chla,"",7.0488,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,454316,bay743,twqm,main,vadeq,odu,cb7.3,2019-04-17t00:00:00,14:51:00,15,6,10,11,bp,d,s1,chla,"",16.2336,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,454316,bay743,twqm,main,vadeq,odu,cb7.3,2019-04-17t00:00:00,14:51:00,15,6,10,5,ap,d,s1,chla,"",11.9616,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,454325,bay740,twqm,main,vadeq,odu,cb8.1e,2019-03-11t00:00:00,08:53:00,15,,,1,s,d,s1,chla,"",9.612,ug/l,l01,odu,"",,,"",36.94737,-76.03494,t3
2080101,454296,bay743,twqm,main,vadeq,odu,cb5.5,2019-04-16t00:00:00,13:08:00,15,13,13,14,bp,d,s1,chla,"",16.2336,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_after_bottom_sample_collected.,37.6918,-76.18967,t3
2080101,454298,bay743,twqm,main,vadeq,odu,cb6.1,2019-04-16t00:00:00,12:18:00,12,9,10,11,bp,d,s1,chla,"",13.7772,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_after_bottom_sample_collected.,37.58847,-76.16216,t3
2080101,454299,bay740,twqm,main,vadeq,odu,cb6.2,2019-03-11t00:00:00,14:39:00,11,7,7,10,b,d,s1,chla,"",17.088,ug/l,l01,odu,"",,,"",37.4868,-76.15633,t3
2080101,454300,bay743,twqm,main,vadeq,odu,cb6.2,2019-04-16t00:00:00,10:08:00,10,8,8,9,b,d,s1,chla,"",16.2336,ug/l,l01,odu,"",,,sample_collected_approximately_5_minutes_before_below_pycnocline_sample_collected.,37.4868,-76.15633,t3
2080101,454303,bay740,twqm,main,vadeq,odu,cb6.4,2019-03-14t00:00:00,08:31:00,10,5,5,4,ap,d,s1,chla,"",21.0396,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,454304,bay743,twqm,main,vadeq,odu,cb6.4,2019-04-23t00:00:00,11:09:00,10,2,2,9,b,d,s1,chla,"",22.6416,ug/l,l01,odu,"",,,"",37.23653,-76.20799,t3
2080101,454304,bay743,twqm,main,vadeq,odu,cb6.4,2019-04-23t00:00:00,11:09:00,10,2,2,1,s,d,s1,chla,"",10.68,ug/l,l01,odu,"",,,sample_collected_approximately_10_minutes_before_above_pycnocline_sample_collected.,37.23653,-76.20799,t3
2080101,454331,bay740,twqm,main,vadeq,odu,le3.6,2019-03-11t00:00:00,16:06:00,10,,,9,b,d,s1,chla,"",20.025,ug/l,l01,odu,"",,,"",37.5968,-76.28467,t3
2080101,454341,bay740,twqm,main,vadeq,odu,we4.3,2019-03-14t00:00:00,09:27:00,5,,,1,s,d,s1,chla,"",18.3696,ug/l,l01,odu,"",,,"",37.17681,-76.373,t3
2080101,454342,bay743,twqm,main,vadeq,odu,we4.3,2019-04-23t00:00:00,13:12:00,5,,,1,s,d,s1,chla,"",16.2336,ug/l,l01,odu,"",,,"",37.17681,-76.373,t3
2080101,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,19,b,d,s1,chla,"",6.408,ug/l,l01,odu,"",,,"",37.22875,-76.05383,t3
2080101,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,20,b,d,s1,chla,"",19.3575,ug/l,l01,odu,"",,,"",37.22875,-76.05383,t3
2080101,454319,bay740,twqm,main,vadeq,odu,cb7.4,2019-03-11t00:00:00,09:26:00,15,4,4,14,b,d,s1,chla,"",2.5632,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,454311,bay740,twqm,main,vadeq,odu,cb7.2,2019-03-11t00:00:00,13:31:00,23,,,22,b,d,s1,chla,"",11.5344,ug/l,l01,odu,"",,,"",37.41153,-76.07966,t3
2080101,454317,bay740,twqm,main,vadeq,odu,cb7.3e,2019-03-11t00:00:00,11:50:00,20,,,1,s,d,s1,chla,"",7.6896,ug/l,l01,odu,"",,,"",37.22875,-76.05383,t3
2080101,454320,bay743,twqm,main,vadeq,odu,cb7.4,2019-04-23t00:00:00,09:05:00,15,5,6,1,s,d,s1,chla,"",17.088,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,454312,bay743,twqm,main,vadeq,odu,cb7.2,2019-04-17t00:00:00,12:38:00,22,,,1,s,d,s1,chla,"",8.4372,ug/l,l01,odu,"",,,"",37.41153,-76.07966,t3
2080101,454320,bay743,twqm,main,vadeq,odu,cb7.4,2019-04-23t00:00:00,09:05:00,15,5,6,4,ap,d,s1,chla,"",16.4472,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,454320,bay743,twqm,main,vadeq,odu,cb7.4,2019-04-23t00:00:00,09:05:00,15,5,6,14,b,d,s1,chla,"",7.0488,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,454322,bay743,twqm,main,vadeq,odu,cb7.4n,2019-04-23t00:00:00,09:47:00,11,,,10,b,d,s1,chla,"",7.6896,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,454322,bay743,twqm,main,vadeq,odu,cb7.4n,2019-04-23t00:00:00,09:47:00,11,,,1,s,d,s2,chla,"",13.0296,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,454326,bay743,twqm,main,vadeq,odu,cb8.1e,2019-04-23t00:00:00,08:36:00,15,,,1,s,d,s1,chla,"",16.554,ug/l,l01,odu,"",,,"",36.94737,-76.03494,t3
2080101,454316,bay743,twqm,main,vadeq,odu,cb7.3,2019-04-17t00:00:00,14:51:00,15,6,10,14,b,d,s1,chla,"",16.9812,ug/l,l01,odu,"",,,"",37.11681,-76.12521,t3
2080101,454321,bay740,twqm,main,vadeq,odu,cb7.4n,2019-03-11t00:00:00,10:09:00,12,,,11,b,d,s2,chla,"",4.4856,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,454322,bay743,twqm,main,vadeq,odu,cb7.4n,2019-04-23t00:00:00,09:47:00,11,,,1,s,d,s1,chla,"",13.0296,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,454322,bay743,twqm,main,vadeq,odu,cb7.4n,2019-04-23t00:00:00,09:47:00,11,,,10,b,d,s2,chla,"",6.3012,ug/l,l01,odu,"",,,"",37.06237,-75.99937,t3
2080101,454325,bay740,twqm,main,vadeq,odu,cb8.1e,2019-03-11t00:00:00,08:53:00,15,,,14,b,d,s1,chla,"",4.0584,ug/l,l01,odu,"",,,"",36.94737,-76.03494,t3
2080101,454332,bay743,twqm,main,vadeq,odu,le3.6,2019-04-16t00:00:00,11:37:00,9,,,8,b,d,s1,chla,"",20.6925,ug/l,l01,odu,"",,,"",37.5968,-76.28467,t3
2080101,454323,bay740,twqm,main,vadeq,odu,cb8.1,2019-03-11t00:00:00,08:09:00,9,,,1,s,d,s1,chla,"",10.68,ug/l,l01,odu,"",,,"",36.99542,-76.16772,t3
2080101,454324,bay743,twqm,main,vadeq,odu,cb8.1,2019-04-23t00:00:00,07:57:00,8,,,7,b,d,s1,chla,"",18.5565,ug/l,l01,odu,"",,,"",36.99542,-76.16772,t3
2080101,454318,bay743,twqm,main,vadeq,odu,cb7.3e,2019-04-17t00:00:00,14:00:00,21,,,1,s,d,s1,chla,"",10.413,ug/l,l01,odu,"",,,"",37.22875,-76.05383,t3
2080101,454319,bay740,twqm,main,vadeq,odu,cb7.4,2019-03-11t00:00:00,09:26:00,15,4,4,1,s,d,s1,chla,"",7.3692,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
2080101,454320,bay743,twqm,main,vadeq,odu,cb7.4,2019-04-23t00:00:00,09:05:00,15,5,6,7,bp,d,s1,chla,"",10.146,ug/l,l01,odu,"",,,"",36.9957,-76.02048,t3
